date,climateBar,prices,climate,country
19830324,100,930,0,Fiji
19830325,100,967,0,Fiji
19830326,100,965,0,Fiji
19830327,100,951,0,Fiji
19830328,100,974,0,Fiji
19830329,100,989,0,Fiji
19830330,100,932,0,Fiji
19830331,100,906,0,Fiji
19830401,100,937,0,Fiji
19830402,100,932,0,Fiji
19830403,100,968,0,Fiji
19830404,100,978,0,Fiji
19830405,100,938,0,Fiji
19830406,100,929,0,Fiji
19830407,100,942,0,Fiji
19830408,100,959,0,Fiji
19830409,100,989,0,Fiji
19830410,100,999,0,Fiji
19830411,100,917,0,Fiji
19830412,100,983,0,Fiji
19830413,100,909,0,Fiji
19830414,100,943,0,Fiji
19830415,100,915,0,Fiji
19830416,100,982,0,Fiji
19830417,100,909,0,Fiji
19830418,100,909,0,Fiji
19830419,100,907,0,Fiji
19830420,100,992,0,Fiji
19830421,100,945,0,Fiji
19830422,100,933,0,Fiji
19830423,100,982,0,Fiji
19830424,100,917,0,Fiji
19830425,100,984,0,Fiji
19830426,100,916,0,Fiji
19830427,100,996,0,Fiji
19830428,100,930,0,Fiji
19830429,100,987,0,Fiji
19830430,100,937,0,Fiji
19830501,100,805,1,Fiji
19830502,100,818,1,Fiji
19830503,100,808,1,Fiji
19830504,100,840,1,Fiji
19830505,100,827,1,Fiji
19830506,100,811,1,Fiji
19830507,100,840,1,Fiji
19830508,100,807,1,Fiji
19830509,100,823,1,Fiji
19830510,100,843,1,Fiji
19830511,100,813,1,Fiji
19830512,100,846,1,Fiji
19830513,100,807,1,Fiji
19830514,100,801,1,Fiji
19830515,100,850,1,Fiji
19830516,100,810,1,Fiji
19830517,100,824,1,Fiji
19830518,100,810,1,Fiji
19830519,100,831,1,Fiji
19830520,100,806,1,Fiji
19830521,100,812,1,Fiji
19830522,100,835,1,Fiji
19830523,100,838,1,Fiji
19830524,100,814,1,Fiji
19830525,100,831,1,Fiji
19830526,100,809,1,Fiji
19830527,100,822,1,Fiji
19830528,100,831,1,Fiji
19830529,100,830,1,Fiji
19830530,100,838,1,Fiji
19830531,100,850,1,Fiji
19830601,100,905,0,Fiji
19830602,100,988,0,Fiji
19830603,100,971,0,Fiji
19830604,100,955,0,Fiji
19830605,100,903,0,Fiji
19830606,100,982,0,Fiji
19830607,100,996,0,Fiji
19830608,100,940,0,Fiji
19830609,100,957,0,Fiji
19830610,100,968,0,Fiji
19830611,100,953,0,Fiji
19830612,100,953,0,Fiji
19830613,100,969,0,Fiji
19830614,100,908,0,Fiji
19830615,100,993,0,Fiji
19830616,100,981,0,Fiji
19830617,100,938,0,Fiji
19830618,100,925,0,Fiji
19830619,100,975,0,Fiji
19830620,100,987,0,Fiji
19830621,100,969,0,Fiji
19830622,100,967,0,Fiji
19830623,100,969,0,Fiji
19830624,100,988,0,Fiji
19830625,100,997,0,Fiji
19830626,100,959,0,Fiji
19830627,100,950,0,Fiji
19830628,100,991,0,Fiji
19830629,100,926,0,Fiji
19830630,100,932,0,Fiji
19830701,100,975,0,Fiji
19830702,100,907,0,Fiji
19830703,100,952,0,Fiji
19830704,100,912,0,Fiji
19830705,100,935,0,Fiji
19830706,100,954,0,Fiji
19830707,100,955,0,Fiji
19830708,100,943,0,Fiji
19830709,100,1000,0,Fiji
19830710,100,959,0,Fiji
19830711,100,980,0,Fiji
19830712,100,980,0,Fiji
19830713,100,974,0,Fiji
19830714,100,915,0,Fiji
19830715,100,950,0,Fiji
19830716,100,919,0,Fiji
19830717,100,953,0,Fiji
19830718,100,940,0,Fiji
19830719,100,985,0,Fiji
19830720,100,958,0,Fiji
19830721,100,995,0,Fiji
19830722,100,994,0,Fiji
19830723,100,990,0,Fiji
19830724,100,942,0,Fiji
19830725,100,923,0,Fiji
19830726,100,906,0,Fiji
19830727,100,949,0,Fiji
19830728,100,932,0,Fiji
19830729,100,914,0,Fiji
19830730,100,990,0,Fiji
19830731,100,916,0,Fiji
19830801,100,945,2,Fiji
19830802,100,908,2,Fiji
19830803,100,856,2,Fiji
19830804,100,908,2,Fiji
19830805,100,861,2,Fiji
19830806,100,942,2,Fiji
19830807,100,913,2,Fiji
19830808,100,920,2,Fiji
19830809,100,915,2,Fiji
19830810,100,858,2,Fiji
19830811,100,900,2,Fiji
19830812,100,851,2,Fiji
19830813,100,870,2,Fiji
19830814,100,891,2,Fiji
19830815,100,916,2,Fiji
19830816,100,873,2,Fiji
19830817,100,862,2,Fiji
19830818,100,916,2,Fiji
19830819,100,924,2,Fiji
19830820,100,909,2,Fiji
19830821,100,874,2,Fiji
19830822,100,872,2,Fiji
19830823,100,880,2,Fiji
19830824,100,876,2,Fiji
19830825,100,885,2,Fiji
19830826,100,862,2,Fiji
19830827,100,927,2,Fiji
19830828,100,861,2,Fiji
19830829,100,868,2,Fiji
19830830,100,936,2,Fiji
19830831,100,882,2,Fiji
19830901,100,993,0,Fiji
19830902,100,910,0,Fiji
19830903,100,942,0,Fiji
19830904,100,912,0,Fiji
19830905,100,972,0,Fiji
19830906,100,911,0,Fiji
19830907,100,936,0,Fiji
19830908,100,950,0,Fiji
19830909,100,918,0,Fiji
19830910,100,985,0,Fiji
19830911,100,908,0,Fiji
19830912,100,921,0,Fiji
19830913,100,929,0,Fiji
19830914,100,930,0,Fiji
19830915,100,940,0,Fiji
19830916,100,992,0,Fiji
19830917,100,922,0,Fiji
19830918,100,950,0,Fiji
19830919,100,977,0,Fiji
19830920,100,906,0,Fiji
19830921,100,905,0,Fiji
19830922,100,911,0,Fiji
19830923,100,939,0,Fiji
19830924,100,974,0,Fiji
19830925,100,962,0,Fiji
19830926,100,961,0,Fiji
19830927,100,975,0,Fiji
19830928,100,979,0,Fiji
19830929,100,906,0,Fiji
19830930,100,967,0,Fiji
19831001,100,915,0,Fiji
19831002,100,927,0,Fiji
19831003,100,968,0,Fiji
19831004,100,954,0,Fiji
19831005,100,970,0,Fiji
19831006,100,975,0,Fiji
19831007,100,946,0,Fiji
19831008,100,986,0,Fiji
19831009,100,952,0,Fiji
19831010,100,970,0,Fiji
19831011,100,939,0,Fiji
19831012,100,916,0,Fiji
19831013,100,942,0,Fiji
19831014,100,923,0,Fiji
19831015,100,931,0,Fiji
19831016,100,925,0,Fiji
19831017,100,996,0,Fiji
19831018,100,974,0,Fiji
19831019,100,980,0,Fiji
19831020,100,980,0,Fiji
19831021,100,970,0,Fiji
19831022,100,941,0,Fiji
19831023,100,920,0,Fiji
19831024,100,976,0,Fiji
19831025,100,943,0,Fiji
19831026,100,985,0,Fiji
19831027,100,901,0,Fiji
19831028,100,964,0,Fiji
19831029,100,932,0,Fiji
19831030,100,932,0,Fiji
19831031,100,939,0,Fiji
19831101,100,920,2,Fiji
19831102,100,854,2,Fiji
19831103,100,883,2,Fiji
19831104,100,857,2,Fiji
19831105,100,912,2,Fiji
19831106,100,930,2,Fiji
19831107,100,930,2,Fiji
19831108,100,868,2,Fiji
19831109,100,945,2,Fiji
19831110,100,892,2,Fiji
19831111,100,883,2,Fiji
19831112,100,852,2,Fiji
19831113,100,881,2,Fiji
19831114,100,874,2,Fiji
19831115,100,876,2,Fiji
19831116,100,950,2,Fiji
19831117,100,905,2,Fiji
19831118,100,897,2,Fiji
19831119,100,866,2,Fiji
19831120,100,928,2,Fiji
19831121,100,857,2,Fiji
19831122,100,909,2,Fiji
19831123,100,903,2,Fiji
19831124,100,922,2,Fiji
19831125,100,916,2,Fiji
19831126,100,881,2,Fiji
19831127,100,939,2,Fiji
19831128,100,917,2,Fiji
19831129,100,863,2,Fiji
19831130,100,919,2,Fiji
19831201,100,833,1,Fiji
19831202,100,813,1,Fiji
19831203,100,814,1,Fiji
19831204,100,821,1,Fiji
19831205,100,815,1,Fiji
19831206,100,825,1,Fiji
19831207,100,811,1,Fiji
19831208,100,806,1,Fiji
19831209,100,828,1,Fiji
19831210,100,840,1,Fiji
19831211,100,813,1,Fiji
19831212,100,820,1,Fiji
19831213,100,822,1,Fiji
19831214,100,841,1,Fiji
19831215,100,811,1,Fiji
19831216,100,806,1,Fiji
19831217,100,836,1,Fiji
19831218,100,821,1,Fiji
19831219,100,841,1,Fiji
19831220,100,822,1,Fiji
19831221,100,823,1,Fiji
19831222,100,844,1,Fiji
19831223,100,828,1,Fiji
19831224,100,823,1,Fiji
19831225,100,817,1,Fiji
19831226,100,818,1,Fiji
19831227,100,848,1,Fiji
19831228,100,820,1,Fiji
19831229,100,819,1,Fiji
19831230,100,827,1,Fiji
19831231,100,808,1,Fiji
19830101,100,837,1,Tonga
19830102,100,846,1,Tonga
19830103,100,815,1,Tonga
19830104,100,827,1,Tonga
19830105,100,820,1,Tonga
19830106,100,842,1,Tonga
19830107,100,808,1,Tonga
19830108,100,811,1,Tonga
19830109,100,850,1,Tonga
19830110,100,845,1,Tonga
19830111,100,839,1,Tonga
19830112,100,828,1,Tonga
19830113,100,842,1,Tonga
19830114,100,833,1,Tonga
19830115,100,843,1,Tonga
19830116,100,806,1,Tonga
19830117,100,835,1,Tonga
19830118,100,804,1,Tonga
19830119,100,822,1,Tonga
19830120,100,849,1,Tonga
19830121,100,806,1,Tonga
19830122,100,819,1,Tonga
19830123,100,815,1,Tonga
19830124,100,838,1,Tonga
19830125,100,820,1,Tonga
19830126,100,813,1,Tonga
19830127,100,808,1,Tonga
19830128,100,841,1,Tonga
19830129,100,800,1,Tonga
19830130,100,842,1,Tonga
19830131,100,841,1,Tonga
19830201,100,920,0,Tonga
19830202,100,936,0,Tonga
19830203,100,914,0,Tonga
19830204,100,963,0,Tonga
19830205,100,988,0,Tonga
19830206,100,999,0,Tonga
19830207,100,994,0,Tonga
19830208,100,938,0,Tonga
19830209,100,981,0,Tonga
19830210,100,951,0,Tonga
19830211,100,941,0,Tonga
19830212,100,939,0,Tonga
19830213,100,963,0,Tonga
19830214,100,912,0,Tonga
19830215,100,975,0,Tonga
19830216,100,914,0,Tonga
19830217,100,932,0,Tonga
19830218,100,992,0,Tonga
19830219,100,970,0,Tonga
19830220,100,918,0,Tonga
19830221,100,943,0,Tonga
19830222,100,981,0,Tonga
19830223,100,962,0,Tonga
19830224,100,983,0,Tonga
19830225,100,914,0,Tonga
19830226,100,978,0,Tonga
19830227,100,919,0,Tonga
19830228,100,948,0,Tonga
19830229,100,909,0,Tonga
19830301,100,836,1,Tonga
19830302,100,809,1,Tonga
19830303,100,826,1,Tonga
19830304,100,813,1,Tonga
19830305,100,830,1,Tonga
19830306,100,850,1,Tonga
19830307,100,813,1,Tonga
19830308,100,847,1,Tonga
19830309,100,833,1,Tonga
19830310,100,830,1,Tonga
19830311,100,837,1,Tonga
19830312,100,846,1,Tonga
19830313,100,825,1,Tonga
19830314,100,832,1,Tonga
19830315,100,813,1,Tonga
19830316,100,804,1,Tonga
19830317,100,837,1,Tonga
19830318,100,818,1,Tonga
19830319,100,811,1,Tonga
19830320,100,800,1,Tonga
19830321,100,823,1,Tonga
19830322,100,834,1,Tonga
19830323,100,800,1,Tonga
19830324,100,823,1,Tonga
19830325,100,829,1,Tonga
19830326,100,839,1,Tonga
19830327,100,800,1,Tonga
19830328,100,840,1,Tonga
19830329,100,811,1,Tonga
19830330,100,824,1,Tonga
19830331,100,809,1,Tonga
19830401,100,978,0,Tonga
19830402,100,947,0,Tonga
19830403,100,940,0,Tonga
19830404,100,961,0,Tonga
19830405,100,970,0,Tonga
19830406,100,901,0,Tonga
19830407,100,992,0,Tonga
19830408,100,903,0,Tonga
19830409,100,937,0,Tonga
19830410,100,901,0,Tonga
19830411,100,979,0,Tonga
19830412,100,994,0,Tonga
19830413,100,956,0,Tonga
19830414,100,990,0,Tonga
19830415,100,942,0,Tonga
19830416,100,918,0,Tonga
19830417,100,915,0,Tonga
19830418,100,958,0,Tonga
19830419,100,947,0,Tonga
19830420,100,918,0,Tonga
19830421,100,921,0,Tonga
19830422,100,971,0,Tonga
19830423,100,940,0,Tonga
19830424,100,953,0,Tonga
19830425,100,902,0,Tonga
19830426,100,950,0,Tonga
19830427,100,987,0,Tonga
19830428,100,901,0,Tonga
19830429,100,945,0,Tonga
19830430,100,971,0,Tonga
19830501,100,843,1,Tonga
19830502,100,807,1,Tonga
19830503,100,834,1,Tonga
19830504,100,813,1,Tonga
19830505,100,850,1,Tonga
19830506,100,832,1,Tonga
19830507,100,827,1,Tonga
19830508,100,828,1,Tonga
19830509,100,819,1,Tonga
19830510,100,845,1,Tonga
19830511,100,820,1,Tonga
19830512,100,809,1,Tonga
19830513,100,819,1,Tonga
19830514,100,824,1,Tonga
19830515,100,809,1,Tonga
19830516,100,815,1,Tonga
19830517,100,846,1,Tonga
19830518,100,819,1,Tonga
19830519,100,805,1,Tonga
19830520,100,840,1,Tonga
19830521,100,808,1,Tonga
19830522,100,829,1,Tonga
19830523,100,800,1,Tonga
19830524,100,831,1,Tonga
19830525,100,841,1,Tonga
19830526,100,817,1,Tonga
19830527,100,813,1,Tonga
19830528,100,803,1,Tonga
19830529,100,812,1,Tonga
19830530,100,838,1,Tonga
19830531,100,833,1,Tonga
19830601,100,833,1,Tonga
19830602,100,818,1,Tonga
19830603,100,825,1,Tonga
19830604,100,815,1,Tonga
19830605,100,815,1,Tonga
19830606,100,807,1,Tonga
19830607,100,837,1,Tonga
19830608,100,813,1,Tonga
19830609,100,820,1,Tonga
19830610,100,843,1,Tonga
19830611,100,835,1,Tonga
19830612,100,841,1,Tonga
19830613,100,824,1,Tonga
19830614,100,817,1,Tonga
19830615,100,816,1,Tonga
19830616,100,849,1,Tonga
19830617,100,848,1,Tonga
19830618,100,823,1,Tonga
19830619,100,811,1,Tonga
19830620,100,820,1,Tonga
19830621,100,810,1,Tonga
19830622,100,845,1,Tonga
19830623,100,836,1,Tonga
19830624,100,845,1,Tonga
19830625,100,813,1,Tonga
19830626,100,817,1,Tonga
19830627,100,817,1,Tonga
19830628,100,828,1,Tonga
19830629,100,846,1,Tonga
19830630,100,804,1,Tonga
19830701,100,927,2,Tonga
19830702,100,921,2,Tonga
19830703,100,932,2,Tonga
19830704,100,922,2,Tonga
19830705,100,926,2,Tonga
19830706,100,943,2,Tonga
19830707,100,895,2,Tonga
19830708,100,906,2,Tonga
19830709,100,866,2,Tonga
19830710,100,933,2,Tonga
19830711,100,863,2,Tonga
19830712,100,912,2,Tonga
19830713,100,869,2,Tonga
19830714,100,942,2,Tonga
19830715,100,916,2,Tonga
19830716,100,863,2,Tonga
19830717,100,851,2,Tonga
19830718,100,914,2,Tonga
19830719,100,938,2,Tonga
19830720,100,904,2,Tonga
19830721,100,887,2,Tonga
19830722,100,880,2,Tonga
19830723,100,943,2,Tonga
19830724,100,907,2,Tonga
19830725,100,889,2,Tonga
19830726,100,927,2,Tonga
19830727,100,880,2,Tonga
19830728,100,910,2,Tonga
19830729,100,941,2,Tonga
19830730,100,931,2,Tonga
19830731,100,919,2,Tonga
19830801,100,859,2,Tonga
19830802,100,898,2,Tonga
19830803,100,907,2,Tonga
19830804,100,941,2,Tonga
19830805,100,945,2,Tonga
19830806,100,886,2,Tonga
19830807,100,940,2,Tonga
19830808,100,915,2,Tonga
19830809,100,857,2,Tonga
19830810,100,926,2,Tonga
19830811,100,930,2,Tonga
19830812,100,922,2,Tonga
19830813,100,881,2,Tonga
19830814,100,917,2,Tonga
19830815,100,857,2,Tonga
19830816,100,938,2,Tonga
19830817,100,888,2,Tonga
19830818,100,858,2,Tonga
19830819,100,901,2,Tonga
19830820,100,899,2,Tonga
19830821,100,891,2,Tonga
19830822,100,898,2,Tonga
19830823,100,937,2,Tonga
19830824,100,876,2,Tonga
19830825,100,852,2,Tonga
19830826,100,892,2,Tonga
19830827,100,920,2,Tonga
19830828,100,856,2,Tonga
19830829,100,909,2,Tonga
19830830,100,852,2,Tonga
19830831,100,865,2,Tonga
19830901,100,937,2,Tonga
19830902,100,850,2,Tonga
19830903,100,887,2,Tonga
19830904,100,916,2,Tonga
19830905,100,934,2,Tonga
19830906,100,898,2,Tonga
19830907,100,901,2,Tonga
19830908,100,899,2,Tonga
19830909,100,897,2,Tonga
19830910,100,861,2,Tonga
19830911,100,882,2,Tonga
19830912,100,866,2,Tonga
19830913,100,936,2,Tonga
19830914,100,862,2,Tonga
19830915,100,868,2,Tonga
19830916,100,868,2,Tonga
19830917,100,866,2,Tonga
19830918,100,948,2,Tonga
19830919,100,874,2,Tonga
19830920,100,859,2,Tonga
19830921,100,913,2,Tonga
19830922,100,888,2,Tonga
19830923,100,943,2,Tonga
19830924,100,887,2,Tonga
19830925,100,880,2,Tonga
19830926,100,880,2,Tonga
19830927,100,868,2,Tonga
19830928,100,891,2,Tonga
19830929,100,912,2,Tonga
19830930,100,924,2,Tonga
19831001,100,904,2,Tonga
19831002,100,903,2,Tonga
19831003,100,905,2,Tonga
19831004,100,921,2,Tonga
19831005,100,868,2,Tonga
19831006,100,890,2,Tonga
19831007,100,864,2,Tonga
19831008,100,888,2,Tonga
19831009,100,927,2,Tonga
19831010,100,920,2,Tonga
19831011,100,949,2,Tonga
19831012,100,936,2,Tonga
19831013,100,887,2,Tonga
19831014,100,893,2,Tonga
19831015,100,940,2,Tonga
19831016,100,941,2,Tonga
19831017,100,913,2,Tonga
19831018,100,929,2,Tonga
19831019,100,897,2,Tonga
19831020,100,948,2,Tonga
19831021,100,865,2,Tonga
19831022,100,925,2,Tonga
19831023,100,905,2,Tonga
19831024,100,876,2,Tonga
19831025,100,942,2,Tonga
19831026,100,853,2,Tonga
19831027,100,889,2,Tonga
19831028,100,867,2,Tonga
19831029,100,928,2,Tonga
19831030,100,870,2,Tonga
19831031,100,944,2,Tonga
19831101,100,800,1,Tonga
19831102,100,829,1,Tonga
19831103,100,836,1,Tonga
19831104,100,805,1,Tonga
19831105,100,838,1,Tonga
19831106,100,829,1,Tonga
19831107,100,823,1,Tonga
19831108,100,806,1,Tonga
19831109,100,822,1,Tonga
19831110,100,834,1,Tonga
19831111,100,834,1,Tonga
19831112,100,829,1,Tonga
19831113,100,840,1,Tonga
19831114,100,800,1,Tonga
19831115,100,847,1,Tonga
19831116,100,824,1,Tonga
19831117,100,814,1,Tonga
19831118,100,826,1,Tonga
19831119,100,820,1,Tonga
19831120,100,849,1,Tonga
19831121,100,835,1,Tonga
19831122,100,813,1,Tonga
19831123,100,821,1,Tonga
19831124,100,809,1,Tonga
19831125,100,810,1,Tonga
19831126,100,824,1,Tonga
19831127,100,838,1,Tonga
19831128,100,815,1,Tonga
19831129,100,846,1,Tonga
19831130,100,839,1,Tonga
19831201,100,933,0,Tonga
19831202,100,976,0,Tonga
19831203,100,999,0,Tonga
19831204,100,993,0,Tonga
19831205,100,963,0,Tonga
19831206,100,980,0,Tonga
19831207,100,932,0,Tonga
19831208,100,933,0,Tonga
19831209,100,994,0,Tonga
19831210,100,940,0,Tonga
19831211,100,905,0,Tonga
19831212,100,945,0,Tonga
19831213,100,900,0,Tonga
19831214,100,976,0,Tonga
19831215,100,912,0,Tonga
19831216,100,940,0,Tonga
19831217,100,937,0,Tonga
19831218,100,995,0,Tonga
19831219,100,903,0,Tonga
19831220,100,969,0,Tonga
19831221,100,936,0,Tonga
19831222,100,997,0,Tonga
19831223,100,1000,0,Tonga
19831224,100,965,0,Tonga
19831225,100,984,0,Tonga
19831226,100,902,0,Tonga
19831227,100,909,0,Tonga
19831228,100,994,0,Tonga
19831229,100,971,0,Tonga
19831230,100,964,0,Tonga
19831231,100,940,0,Tonga
19830101,100,837,1,Kiribati
19830102,100,821,1,Kiribati
19830103,100,835,1,Kiribati
19830104,100,833,1,Kiribati
19830105,100,842,1,Kiribati
19830106,100,846,1,Kiribati
19830107,100,804,1,Kiribati
19830108,100,833,1,Kiribati
19830109,100,833,1,Kiribati
19830110,100,847,1,Kiribati
19830111,100,803,1,Kiribati
19830112,100,828,1,Kiribati
19830113,100,846,1,Kiribati
19830114,100,849,1,Kiribati
19830115,100,837,1,Kiribati
19830116,100,801,1,Kiribati
19830117,100,848,1,Kiribati
19830118,100,802,1,Kiribati
19830119,100,846,1,Kiribati
19830120,100,847,1,Kiribati
19830121,100,843,1,Kiribati
19830122,100,809,1,Kiribati
19830123,100,826,1,Kiribati
19830124,100,809,1,Kiribati
19830125,100,819,1,Kiribati
19830126,100,847,1,Kiribati
19830127,100,818,1,Kiribati
19830128,100,848,1,Kiribati
19830129,100,800,1,Kiribati
19830130,100,817,1,Kiribati
19830131,100,809,1,Kiribati
19830201,100,846,1,Kiribati
19830202,100,809,1,Kiribati
19830203,100,811,1,Kiribati
19830204,100,828,1,Kiribati
19830205,100,831,1,Kiribati
19830206,100,821,1,Kiribati
19830207,100,848,1,Kiribati
19830208,100,838,1,Kiribati
19830209,100,807,1,Kiribati
19830210,100,811,1,Kiribati
19830211,100,800,1,Kiribati
19830212,100,822,1,Kiribati
19830213,100,842,1,Kiribati
19830214,100,829,1,Kiribati
19830215,100,816,1,Kiribati
19830216,100,804,1,Kiribati
19830217,100,833,1,Kiribati
19830218,100,834,1,Kiribati
19830219,100,835,1,Kiribati
19830220,100,821,1,Kiribati
19830221,100,841,1,Kiribati
19830222,100,846,1,Kiribati
19830223,100,807,1,Kiribati
19830224,100,835,1,Kiribati
19830225,100,804,1,Kiribati
19830226,100,806,1,Kiribati
19830227,100,815,1,Kiribati
19830228,100,829,1,Kiribati
19830229,100,801,1,Kiribati
19830301,100,884,2,Kiribati
19830302,100,904,2,Kiribati
19830303,100,880,2,Kiribati
19830304,100,865,2,Kiribati
19830305,100,927,2,Kiribati
19830306,100,868,2,Kiribati
19830307,100,883,2,Kiribati
19830308,100,937,2,Kiribati
19830309,100,941,2,Kiribati
19830310,100,915,2,Kiribati
19830311,100,909,2,Kiribati
19830312,100,935,2,Kiribati
19830313,100,868,2,Kiribati
19830314,100,860,2,Kiribati
19830315,100,905,2,Kiribati
19830316,100,881,2,Kiribati
19830317,100,868,2,Kiribati
19830318,100,876,2,Kiribati
19830319,100,907,2,Kiribati
19830320,100,894,2,Kiribati
19830321,100,926,2,Kiribati
19830322,100,918,2,Kiribati
19830323,100,868,2,Kiribati
19830324,100,922,2,Kiribati
19830325,100,892,2,Kiribati
19830326,100,881,2,Kiribati
19830327,100,922,2,Kiribati
19830328,100,906,2,Kiribati
19830329,100,885,2,Kiribati
19830330,100,909,2,Kiribati
19830331,100,932,2,Kiribati
19830401,100,981,0,Kiribati
19830402,100,971,0,Kiribati
19830403,100,966,0,Kiribati
19830404,100,928,0,Kiribati
19830405,100,903,0,Kiribati
19830406,100,936,0,Kiribati
19830407,100,946,0,Kiribati
19830408,100,913,0,Kiribati
19830409,100,968,0,Kiribati
19830410,100,988,0,Kiribati
19830411,100,939,0,Kiribati
19830412,100,953,0,Kiribati
19830413,100,940,0,Kiribati
19830414,100,912,0,Kiribati
19830415,100,936,0,Kiribati
19830416,100,936,0,Kiribati
19830417,100,989,0,Kiribati
19830418,100,950,0,Kiribati
19830419,100,940,0,Kiribati
19830420,100,935,0,Kiribati
19830421,100,969,0,Kiribati
19830422,100,971,0,Kiribati
19830423,100,918,0,Kiribati
19830424,100,970,0,Kiribati
19830425,100,918,0,Kiribati
19830426,100,905,0,Kiribati
19830427,100,940,0,Kiribati
19830428,100,930,0,Kiribati
19830429,100,986,0,Kiribati
19830430,100,999,0,Kiribati
19830501,100,934,2,Kiribati
19830502,100,913,2,Kiribati
19830503,100,919,2,Kiribati
19830504,100,920,2,Kiribati
19830505,100,875,2,Kiribati
19830506,100,889,2,Kiribati
19830507,100,872,2,Kiribati
19830508,100,897,2,Kiribati
19830509,100,867,2,Kiribati
19830510,100,875,2,Kiribati
19830511,100,877,2,Kiribati
19830512,100,904,2,Kiribati
19830513,100,871,2,Kiribati
19830514,100,861,2,Kiribati
19830515,100,912,2,Kiribati
19830516,100,861,2,Kiribati
19830517,100,920,2,Kiribati
19830518,100,863,2,Kiribati
19830519,100,943,2,Kiribati
19830520,100,949,2,Kiribati
19830521,100,881,2,Kiribati
19830522,100,908,2,Kiribati
19830523,100,892,2,Kiribati
19830524,100,917,2,Kiribati
19830525,100,941,2,Kiribati
19830526,100,880,2,Kiribati
19830527,100,924,2,Kiribati
19830528,100,910,2,Kiribati
19830529,100,908,2,Kiribati
19830530,100,867,2,Kiribati
19830531,100,940,2,Kiribati
19830601,100,938,0,Kiribati
19830602,100,987,0,Kiribati
19830603,100,982,0,Kiribati
19830604,100,935,0,Kiribati
19830605,100,946,0,Kiribati
19830606,100,955,0,Kiribati
19830607,100,907,0,Kiribati
19830608,100,914,0,Kiribati
19830609,100,922,0,Kiribati
19830610,100,910,0,Kiribati
19830611,100,958,0,Kiribati
19830612,100,981,0,Kiribati
19830613,100,997,0,Kiribati
19830614,100,973,0,Kiribati
19830615,100,978,0,Kiribati
19830616,100,991,0,Kiribati
19830617,100,976,0,Kiribati
19830618,100,921,0,Kiribati
19830619,100,926,0,Kiribati
19830620,100,992,0,Kiribati
19830621,100,951,0,Kiribati
19830622,100,957,0,Kiribati
19830623,100,992,0,Kiribati
19830624,100,953,0,Kiribati
19830625,100,912,0,Kiribati
19830626,100,995,0,Kiribati
19830627,100,965,0,Kiribati
19830628,100,1000,0,Kiribati
19830629,100,976,0,Kiribati
19830630,100,914,0,Kiribati
19830701,100,905,0,Kiribati
19830702,100,945,0,Kiribati
19830703,100,951,0,Kiribati
19830704,100,906,0,Kiribati
19830705,100,935,0,Kiribati
19830706,100,923,0,Kiribati
19830707,100,943,0,Kiribati
19830708,100,912,0,Kiribati
19830709,100,917,0,Kiribati
19830710,100,933,0,Kiribati
19830711,100,946,0,Kiribati
19830712,100,975,0,Kiribati
19830713,100,989,0,Kiribati
19830714,100,928,0,Kiribati
19830715,100,915,0,Kiribati
19830716,100,933,0,Kiribati
19830717,100,916,0,Kiribati
19830718,100,940,0,Kiribati
19830719,100,985,0,Kiribati
19830720,100,973,0,Kiribati
19830721,100,944,0,Kiribati
19830722,100,914,0,Kiribati
19830723,100,944,0,Kiribati
19830724,100,998,0,Kiribati
19830725,100,932,0,Kiribati
19830726,100,949,0,Kiribati
19830727,100,966,0,Kiribati
19830728,100,935,0,Kiribati
19830729,100,941,0,Kiribati
19830730,100,969,0,Kiribati
19830731,100,974,0,Kiribati
19830801,100,944,0,Kiribati
19830802,100,994,0,Kiribati
19830803,100,932,0,Kiribati
19830804,100,980,0,Kiribati
19830805,100,922,0,Kiribati
19830806,100,951,0,Kiribati
19830807,100,925,0,Kiribati
19830808,100,959,0,Kiribati
19830809,100,997,0,Kiribati
19830810,100,957,0,Kiribati
19830811,100,987,0,Kiribati
19830812,100,994,0,Kiribati
19830813,100,957,0,Kiribati
19830814,100,919,0,Kiribati
19830815,100,933,0,Kiribati
19830816,100,941,0,Kiribati
19830817,100,949,0,Kiribati
19830818,100,922,0,Kiribati
19830819,100,934,0,Kiribati
19830820,100,939,0,Kiribati
19830821,100,977,0,Kiribati
19830822,100,963,0,Kiribati
19830823,100,976,0,Kiribati
19830824,100,989,0,Kiribati
19830825,100,983,0,Kiribati
19830826,100,929,0,Kiribati
19830827,100,953,0,Kiribati
19830828,100,907,0,Kiribati
19830829,100,964,0,Kiribati
19830830,100,969,0,Kiribati
19830831,100,973,0,Kiribati
19830901,100,917,2,Kiribati
19830902,100,936,2,Kiribati
19830903,100,908,2,Kiribati
19830904,100,858,2,Kiribati
19830905,100,940,2,Kiribati
19830906,100,907,2,Kiribati
19830907,100,885,2,Kiribati
19830908,100,904,2,Kiribati
19830909,100,902,2,Kiribati
19830910,100,860,2,Kiribati
19830911,100,870,2,Kiribati
19830912,100,887,2,Kiribati
19830913,100,912,2,Kiribati
19830914,100,925,2,Kiribati
19830915,100,915,2,Kiribati
19830916,100,866,2,Kiribati
19830917,100,940,2,Kiribati
19830918,100,862,2,Kiribati
19830919,100,854,2,Kiribati
19830920,100,947,2,Kiribati
19830921,100,915,2,Kiribati
